_id,ICO,URI,Nazov,Dátum poslednej aktualizácie: 30.6.2019
1303,327603,ico://sk/00327603_10001,Obec Petrovany - Matričný úrad,
1304,48485357,ico://sk/48485357_00600,"Správca - Sabadoš Tomáš, Mgr.",
1305,37847481,ico://sk/37847481,"Školská jedáleň pre Základné školy a Materské školy, Veľké Úľany",
1306,35564903,ico://sk/35564903,"JUDr. Zuzana Láncošová, notár",
1307,316091,ico://sk/00316091,Obec Halič,
1308,313599,ico://sk/00313599,Obec Michalová,
1310,309907,ico://sk/00309907,"Obec Radošovce, okres Skalica",
1311,34028340,ico://sk/34028340,"JUDr. Ing. Roman Liščák, exekútor",
1312,42400988,ico://sk/42400988,"Materská škola E.F. Scherera 40, Piešťany",
1313,164836,ico://sk/00164836,Hudobné centrum,
1314,42331391,ico://sk/42331391,"JUDr. Jozef Pavlík, notár",
1315,37822730,ico://sk/37822730,"JUDr. Anna Máčajová, notár",
1316,35577151,ico://sk/35577151,"JUDr. Gabriel Drgoňa, notár",
1317,42206685,ico://sk/42206685,"Základná škola s materskou školou, Hájske",
1318,37861433,ico://sk/37861433,Základná škola Bernoláková Šaľa,
1319,48485357,ico://sk/48485357_00516,"Správca - Žoldoš Peter, Mgr.",
1320,607029,ico://sk/00607029,Stredná zdravotnícka škola Lučenec,
1321,36130681,ico://sk/36130681,"JUDr. Ladislav Ďorďovič ml., exekútor",
1322,34049223,ico://sk/34049223,"JUDr. Pavol Šajánek, exekútor",
1323,329142,ico://sk/00329142,Obec Hnilec,
1324,311413,ico://sk/00311413,Obec Beckov,
1325,329193,ico://sk/00329193,Obec Jablonov,
1326,316296,ico://sk/00316296,Obec Panické Dravce,
1327,31942032,ico://sk/31942032,"Cirkevná základná škola sv. Michala, Volgogradská 2, Michalovce",
1328,318094,ico://sk/00318094_10001,Mesto Handlová - Mestská polícia,
1329,37861158,ico://sk/37861158,Základná škola s materskou školou Árpáda Fesztyho s vyučovacím jazykom maďarským - Feszty Árpád Alapiskola és Óvoda Hurbanovo,
1330,312134,ico://sk/00312134,Obec Veľká Hradná,
1331,314544,ico://sk/00314544,Obec Klin,
1332,31202420,ico://sk/31202420,"Základná škola, Mládežnícka 1434/16, Púchov",
1333,31947000,ico://sk/31947000,Kancelária Ústavného súdu SR,
1334,326615,ico://sk/00326615,Obec Štrba,
1335,31780539,ico://sk/31780539,"Základná škola s materskou školou Česká 10, Bratislava",
1336,36094099,ico://sk/36094099,"Základná škola s vyučovacím jazykom maďarským Rudolfa Benyovszkého, Školská 116, Lehnice",
1337,310018,ico://sk/00310018,Obec Sobotište,
1338,163791,ico://sk/00163791,Školský internát Zvolen,
1339,36162680,ico://sk/36162680,"Špeciálna základná škola, Malý Slivník 28",
1340,34057455,ico://sk/34057455,Regionálna veterinárna a potravinová správa Trenčín,
1341,648957,ico://sk/00648957,Obec Bitarová,
1342,37942492,ico://sk/37942492,"Stredná odborná škola drevárska, Lúčna 1055, Vranov nad Topľou",
1343,31816967,ico://sk/31816967,Základná umelecká škola Modra,
1344,48485357,ico://sk/48485357_00285,"Správca - SKKS, k.s.",
1345,699110,ico://sk/00699110,Obec Ardanovce,
1346,328758,ico://sk/00328758_5,Materská škola Štítnická,
1347,42410169,ico://sk/42410169,"Súkromná základná umelecká škola, Slobody 1, Košice",
1348,323683,ico://sk/00323683,Obec Udavské,
1349,325660,ico://sk/00325660,"Obec Porúbka, okres Sobrance",
1350,692379,ico://sk/00692379,Obec Vydrná,
1351,326208,ico://sk/00326208_10001,Materská škola Hozelec,
1571,327620,ico://sk/00327620,Obec Podhradík,
1352,51458110,ico://sk/51458110,"Súkromná spojená škola, Dolná 48/19, Kremnica",
1353,596507,ico://sk/00596507,Domov sociálnych služieb pre dospelých Veľký Meder,
1354,42286425,ico://sk/42286425,Špeciálna základná škola Jelka,
1355,31810632,ico://sk/31810632,"Mgr. Marcel Suchár, exekútor",
1356,48485357,ico://sk/48485357_00012,"Správca - Floriš Alexander, JUDr.",
1357,37860593,ico://sk/37860593,Základná škola s materskou školou Veľké Ripňany,
1358,36125245,ico://sk/36125245,"Základná umelecká škola J. Kréna, Štúrova 31, Nové Mesto nad Váhom",
1359,647951,ico://sk/00647951,Domov sociálnych služieb Hrabiny Nová Baňa,
1360,48485357,ico://sk/48485357_00053,"Správca - Ďurove Ján, JUDr.",
1361,42102341,ico://sk/42102341,"Stredná odborná škola - Szakközépiskola, Hlavná 54, Moldava nad Bodvou",
1362,17336031,ico://sk/17336031,Regionálny úrad verejného zdravotníctva Nitra,
1363,332909,ico://sk/00332909,Obec Vavrinec,
1364,48485357,ico://sk/48485357_00352,"Správca - Slovenská konkurzná a reštrukturalizačná, k. s.",
1365,35997621,ico://sk/35997621,"Základná škola, Ul. obrancov mieru 884, Detva",
1366,648892,ico://sk/00648892_10001,Základná škola Kunerad,
1367,321273,ico://sk/00321273,Obec Gbeľany,
1368,313866,ico://sk/00313866,Obec Šumiac,
1369,160644,ico://sk/00160644,Gymnázium Andreja Sládkoviča Krupina,
1370,37880012,ico://sk/37880012,"Stredná odborná škola, Garbiarska 1, Kežmarok",
1371,35677830,ico://sk/35677830,"Základná škola s materskou školou T.G. Masaryka, Nám. V. Dunajského 4/14, Ľubietová",
1372,607347,ico://sk/00607347,Stredná zdravotnícka škola Skalica,
1373,318507,ico://sk/00318507,Obec Šútovce,
1374,35991852,ico://sk/35991852,Základná škola Mihálya Tompu - Tompa Mihály Alapiskola Rimavská Sobota,
1375,37888692,ico://sk/37888692,"Základná škola s materskou školou, Tekovská Breznica 700",
1376,48485357,ico://sk/48485357_00286,"Správca - Jurčo Ľuboš, Mgr.",
1377,161730,ico://sk/00161730,"SPŠ dopravná, Hlavná 113, Košice",
1378,326071,ico://sk/00326071,Obec Zemplínska Široká,
1379,42089841,ico://sk/42089841,Spojená škola Chminianske Jakubovany,
1380,306592,ico://sk/00306592,Obec Mudroňovo,
1381,161381,ico://sk/00161381,"Stredná priemyselná škola Ul. SNP 8, Myjava",
1382,30022754,ico://sk/30022754," Súkromné bilingválne gymnázium, Hodská ul. 10, Galanta",
1383,329436,ico://sk/00329436,Obec Olcnava,
1384,329541,ico://sk/00329541,Obec Slatvina,
1385,305057,ico://sk/00305057,Obec Rovinka,
1386,305278,ico://sk/00305278,Obec Baloň,
1387,330019,ico://sk/00330019,Obec Litmanová,
1388,316318,ico://sk/00316318,Obec Podkriváň,
1389,36063983,ico://sk/36063983,Materská škola Pri šajbách Bratislava,
1390,37877089,ico://sk/37877089,Základná škola s materskou školou Hrabkov 159,
1391,682136,ico://sk/00682136,Obec Slovenská Nová Ves,
1482,587567,ico://sk/00587567,Obec Malé Ludince,
1392,42051860,ico://sk/42051860,"Súkromná spojená škola Pod kopcom 75, Nové Zámky",
1393,31783350,ico://sk/31783350,"JUDr. Tatiana Schweighoferová, notár",
1394,324990,ico://sk/00324990,Obec Bajany,
1395,30794536,ico://sk/30794536_0016,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Nitra",
1396,48485357,ico://sk/48485357_00546,Správca - P/J/L k.s.,
1397,162051,ico://sk/00162051,Obchodná akadémia Dolný Kubín,
1398,322121,ico://sk/00322121,Obec Kobylnice,
1399,48485357,ico://sk/48485357_00135,"Správca - Kollárová Jana, Ing.",
1400,316083,ico://sk/00316083_710058870,"Základná škola - Alapiskola, Fiľakovské Kováče 274",
1401,35984601,ico://sk/35984601,Regionálna veterinárna a potravinová správa Žiar nad Hronom,
1402,31118577,ico://sk/31118577,"JUDr. Mária Krasňanová, exekútor",
1403,304697,ico://sk/00304697,Obec Budmerice,
1404,48485357,ico://sk/48485357_00225,"Správca - Žitníková Miroslava, JUDr.",
1405,324086,ico://sk/00324086,Obec Čižatice,
1406,332500,ico://sk/00332500,"Obec Kučín, okres Vranov nad Topľou",
1407,37831704,ico://sk/37831704,"Základná škola, Veľká Čalomija 65",
1408,310115,ico://sk/00310115,Obec Veľké Leváre,
1409,37831089,ico://sk/37831089,"Materská škola 1. mája č. 4, Banská Štiavnica",
1410,699195,ico://sk/00699195,Obec Chudá Lehota,
1411,34012338,ico://sk/34012338,Plemenárska inšpekcia SR Nitra,
1412,31825150,ico://sk/31825150,Katolícka spojená škola F.Fegyvenekiho s VJM Fegyverneki Ferenc Közös Igazgatású Katolikus Iskola Šahy,
1413,332429,ico://sk/00332429,Obec Holčíkovce,
1414,36022047,ico://sk/36022047_03,"SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, Odštepný závod Banská Bystrica",
1415,36125709,ico://sk/36125709,Základná škola Veľké Uherce 145,
1416,317349,ico://sk/00317349,Obec Jasenica,
1417,17067430,ico://sk/17067430,Obec Utekáč,
1418,37833791,ico://sk/37833791,"Základná škola s materskou školou, Župkov",
1419,312436,ico://sk/00312436,Obec Dolné Trhovište,
1420,313254,ico://sk/00313254_10002,Materská škola Bacúch,
1421,319929,ico://sk/00319929,Obec Hontianske Nemce,
1422,36074403,ico://sk/36074403,"JUDr. Zoltán Sloboda, exekútor",
1423,398861,ico://sk/00398861,Stredná odborná škola služieb,
1424,36062201,ico://sk/36062201,"Základná škola, Fándlyho 11, 902 01 Pezinok",
1425,590649,ico://sk/00590649,Obec Turík,
1426,48484342,ico://sk/48484342,Domov dôchodcov Šaľa,
1427,321168,ico://sk/00321168,Obec Belá,
1428,306584,ico://sk/00306584,Obec Modrany,
1429,309958,ico://sk/00309958,"Obec Rudník, okres Myjava",
1430,323471,ico://sk/00323471,Obec Roškovce,
1431,36102881,ico://sk/36102881,Podunajské múzeum Komárno,
1432,37874063,ico://sk/37874063,Základná škola Komenského Medzilaborce,
1433,332305,ico://sk/00332305_10001,Základná škola Čičava,
1434,316512,ico://sk/00316512,Obec Veľké Dravce,
1435,321541,ico://sk/00321541,Obec Petrovice,
1436,17223806,ico://sk/17223806,"JUDr. Ingrid Dubasová, notár",
1437,31803679,ico://sk/31803679,"Mgr. Miroslav Pinter, exekútor",
1438,37813439,ico://sk/37813439,Základná škola s materskou školou Petrovice,
1439,304611,ico://sk/00304611,Mestská časť Bratislava - Rusovce,
1440,690287,ico://sk/00690287,Obec Kecerovský Lipovec,
1441,48485357,ico://sk/48485357_00235,"Správca - Morochovič Martin, JUDr.",
1442,309311,ico://sk/00309311,Mesto Šurany,
1443,160369,ico://sk/00160369,Gymnázium F.V. Sasinka Skalica,
1444,320447,ico://sk/00320447,Obec Zvolenská Slatina,
1445,37838181,ico://sk/37838181,"Základná škola, Vajanského 1437/2, Skalica",
1446,17061750,ico://sk/17061750,Obec Malé Straciny,
1447,35529547,ico://sk/35529547,Obec Korytné,
1448,330965,ico://sk/00330965,Obec Soboš,
1449,323021,ico://sk/00323021,Mesto Humenné,
1450,35544554,ico://sk/35544554,Základná škola Cejkov,
1451,325864,ico://sk/00325864_710061978,Základná škola Šamudovce,
1452,306461,ico://sk/00306461,Obec Chotín,
1453,99009900,ico://sk/99009900_10001,OJ_mark,
1454,329665,ico://sk/00329665,Obec Stará Voda,
1455,48485357,ico://sk/48485357_00094,"Správca - Wildeová Stela, JUDr.",
1456,515159,ico://sk/00515159,Stredná športová škola,
1457,37839993,ico://sk/37839993,"Materská škola, Komenského 1137/37, Sereď",
1458,37949675,ico://sk/37949675,Materská škola Imatra Zvolen,
1459,309460,ico://sk/00309460,"Obec Bukovec, okres Myjava",
1460,151866,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,
1461,151866,ico://sk/00151866_11058,Okresné riaditeľstvo Policajného zboru v Dolnom Kubíne,
1462,48485357,ico://sk/48485357_00168,"Správca - Krupička Imrich, Ing.",
1463,36105724,ico://sk/36105724,Obec Čab,
1464,37876775,ico://sk/37876775,Základná škola s materskou školou Bzenov 143,
1465,48485357,ico://sk/48485357_00467,"Správca - Galgoczy Martin, JUDr.",
1466,50447033,ico://sk/50447033,JUDr. Branislav Švach,
1467,329801,ico://sk/00329801,Obec Žakarovce,
1468,311472,ico://sk/00311472,Obec Častkovce,
1469,313343,ico://sk/00313343_10002,Materská škola Čierny Balog - Krám,
1470,42260370,ico://sk/42260370,"JUDr. Dagmar Hudecová, notár",
1471,151866,ico://sk/00151866_11056,Okresné riaditeľstvo Policajného zboru v Žiline,
1472,36090344,ico://sk/36090344,"Základná škola s materskou školou, Ružindol",
1473,320609,ico://sk/00320609,Obec Hliník nad Hronom,
1474,37949713,ico://sk/37949713,Materská škola Bystrický rad Zvolen,
1475,48485357,ico://sk/48485357_00041,"Správca - Fraňo Vladimír, JUDr.",
1476,36126624,ico://sk/36126624,Trenčiansky samosprávny kraj,
1477,34033726,ico://sk/34033726,"JUDr. Imelda Šašváryová, notár",
1478,156621,ico://sk/00156621,Ministerstvo pôdohospodárstva a rozvoja vidieka SR,
1479,37906208,ico://sk/37906208,"Základná škola s materskou školou, Žarnovická, Turčianske Teplice",
1480,17055385,ico://sk/17055385,Stredná odborná škola elektrotechnická Trnava,
1483,36158895,ico://sk/36158895,"Základná škola, Školská 212/19, Huncovce",
1484,50457471,ico://sk/50457471,"Spojená škola, Ul. J. Kollára 3, Nové Mesto nad Váhom",
1485,42065739,ico://sk/42065739,Súkromná stredná umelecká škola Žilina,
1486,151866,ico://sk/00151866_11039,Okresné riaditeľstvo Policajného zboru v Starej Ľubovni,
1487,158569,ico://sk/00158569,"Stredná odborná škola obchodu a služieb ul. 1. mája 1264, Púchov",
1488,316342,ico://sk/00316342,Mesto Poltár,
1489,35540508,ico://sk/35540508,"Materská škola Park Angelinum 7, Košice - Staré Mesto",
1490,30799945,ico://sk/30799945,"Súkromná materská škola, Bilíkova 34, Bratislava",
1491,37810472,ico://sk/37810472,Základná škola Čs. Brigády Liptovský Mikuláš,
1492,31825010,ico://sk/31825010,"Základná škola sv. Jozefa, Pribinova 35, Hlohovec",
1493,332691,ico://sk/00332691,Obec Poša,
1494,313637,ico://sk/00313637,Obec Mýto pod Ďumbierom,
1495,322491,ico://sk/00322491,Obec Petrová,
1496,603295,ico://sk/00603295,Mestská časť Bratislava - Vrakuňa,
1497,42377951,ico://sk/42377951,"Súkromná základná umelecká škola, Školská 386, Dubnica nad Váhom",
1498,37831771,ico://sk/37831771,Základná škola s materskou školou Gemerský Jablonec,
1499,320617,ico://sk/00320617,Obec Hodruša-Hámre,
1500,327549,ico://sk/00327549,Obec Oľšov,
1501,311936,ico://sk/00311936,Obec Potvorice,
1502,36078352,ico://sk/36078352,"JUDr. Albín Božek, exekútor",
1503,308382,ico://sk/00308382,Obec Pohranice,
1504,647373,ico://sk/00647373,Obec Benice,
1505,99933312,ico://sk/99933312_10002,OJ_TEST_16_05_17,
1506,48485357,ico://sk/48485357_00355,"Správca - Molčanyiová Slávka, Ing., PhD",
1507,151866,ico://sk/00151866_10116,Okresný úrad Martin,
1508,891444,ico://sk/00891444,Slovenský filmový ústav,
1509,325899,ico://sk/00325899,Obec Trhovište,
1510,31780270,ico://sk/31780270_10005,Obvodný banský úrad Spišská Nová Ves,
1511,322369,ico://sk/00322369,Obec Malcov,
1512,48485357,ico://sk/48485357_00421,"Správca - Tökölyová Majerová Zdenka, JUDr.",
1513,37812149,ico://sk/37812149,"Základná škola s materskou školou, Radôstka",
1514,316857,ico://sk/00316857,Obec Rakša,
1515,650021,ico://sk/00650021,Obec Gemerské Michalovce,
1516,325791,ico://sk/00325791,Mesto Sobrance,
1517,648914,ico://sk/00648914,Obec Kľače,
1518,35660074,ico://sk/35660074,Obec Veľká Lúka,
1519,314480,ico://sk/00314480,Obec Hladovka,
1520,37999621,ico://sk/37999621,"Mgr. Andrea Galetová, notár",
1521,30797969,ico://sk/30797969,"Súkromné gymnázium ESPRIT, Majerníkova 60, Bratislava",
1522,48485357,ico://sk/48485357_00551,"Správca - Orosová Ivana, JUDr.",
1523,36125971,ico://sk/36125971,"Základná škola, Na dolinách 27, Trenčín",
1524,17336007,ico://sk/17336007,Fakultná nemocnica Nitra,
1525,328375,ico://sk/00328375,Obec Kečovo,
1526,316997,ico://sk/00316997,Obec Turčianska Štiavnička,
1528,151866,ico://sk/00151866_10212,Okresný úrad Michalovce,
1529,320005,ico://sk/00320005,"Obec Kováčová, okres Zvolen",
1530,151866,ico://sk/00151866_10009,Okresný úrad Senica,
1531,696854,ico://sk/00696854,VIA LUX - Domov sociálnych služieb a zariadenie pre seniorov Košice,
1532,316067,ico://sk/00316067,Obec Kotmanová,
1533,164895,ico://sk/00164895,Divadlo Andreja Bagara Nitra,
1534,48485357,ico://sk/48485357_00618,"Správca - Sasák Tomáš, Mgr.",
1535,318931,ico://sk/00318931,Obec Nová Bašta,
1536,31196781,ico://sk/31196781,Obec Kuzmice,
1537,37787691,ico://sk/37787691,"JUDr. Svätoslav Mruškovič, exekútor",
1538,30809673,ico://sk/30809673,"Slovenská národná akreditačná služba Karloveská 63, Bratislava",
1539,30798841,ico://sk/30798841_3207,Centrum právnej pomoci - Kancelária Nitra,
1540,35542888,ico://sk/35542888,Základná škola Slobody 1 Košice,
1541,160229,ico://sk/00160229,"Gymnázium, Ul. 1. mája 8, Malacky",
1542,37811843,ico://sk/37811843,"Základná škola s materskou školou, J. V. Dolinského, Martin",
1543,37838326,ico://sk/37838326,"Základná škola, Školská 2, Holíč",
1544,35544643,ico://sk/35544643,Základná umelecká škola Sečovce,
1545,311731,ico://sk/00311731,Obec Lubina,
1546,37888536,ico://sk/37888536,Základná škola s materskou školou Antona Matulu Sebechleby,
1547,37916173,ico://sk/37916173,"Základná umelecká škola Nemšová, Ľuborčianska 2, Nemšová",
1548,327671,ico://sk/00327671,Obec Ratvaj,
1549,654868,ico://sk/00654868,Obec Dubnička,
1550,52400913,ico://sk/52400913,"Mgr. Andrea Karasová, notárka",
1551,42400651,ico://sk/42400651,"JUDr. Jana Dobiašová, exekútor",
1552,31755194,ico://sk/31755194_134,"Krajský pamiatkový úrad Košice, pracovisko Spišská Nová Ves",
1553,320234,ico://sk/00320234,Obec Senohrad,
1554,37841297,ico://sk/37841297,"JUDr. Adriana Juhásová, exekútor",
1555,328987,ico://sk/00328987,Obec Buglovce,
1556,36158119,ico://sk/36158119,Základná škola Jarovnice 192,
1557,48485357,ico://sk/48485357_00577,Správca - Consilior Insolvency k. s.,
1558,35546611,ico://sk/35546611_710031335,Materská škola,
1559,649201,ico://sk/00649201,Obec Blažovce,
1560,184152,ico://sk/00184152,Centrum pre deti a rodiny Necpaly,
1561,316008,ico://sk/00316008,Obec Cinobaňa,
1562,648612,ico://sk/00648612,Obec Rovňany,
1563,620343,ico://sk/00620343,"JUDr. Zora Belková, notár",
1564,35542276,ico://sk/35542276,"Základná škola s materskou školou, Tušická Nová Ves 64",
1565,37812831,ico://sk/37812831,Základná škola s materskou školou Liptovská Osada 57,
1566,151866,ico://sk/00151866_11048,Okresné riaditeľstvo Policajného zboru v Partizánskom,
1567,17078423,ico://sk/17078423,"Stredná odborná škola Gemerská 1, Košice",
1568,36080471,ico://sk/36080471,Základná škola s materskou školou Kľačany,
1569,36158364,ico://sk/36158364,Základná škola Okrúhle 3,
